"id","unique_name","latitude","longitude"
4654,"Colmey Flabeuville",49.4637,5.5381
4655,"Colombier",47.6616,6.2153
4656,"Colombier Fontaine",47.45539,6.68894
4657,"Colomiers",43.6036,1.3345
4658,"Colomiers Lycee International",43.6159,1.31405
4659,"Colpo",47.8182,-2.8105
4660,"Colroy la Grande",48.3146,7.1309
4661,"Combourg",48.41604,-1.72803
4662,"Comines (France)",50.761,3.00959
4663,"Commentry",46.2951,2.7401
4664,"Commercy",48.7659,5.5887
4665,"Communay Stade",45.6,4.833
4666,"Como",45.80911,9.07295
4667,"Compiègne",49.42196,2.8237400000000004
4668,"Concarneau Gare",47.8793,-3.9199
4669,"Concarneau Port",47.87186,-3.9173400000000003
4670,"Conches",48.96253,0.93791
4671,"Concots Eglise",44.40132,1.64463
4672,"Condat",45.34131,2.75835
4673,"Condat Bonaguil",44.494,0.996
4674,"Condat Centre Equestre",45.3336,2.7569999999999997
4675,"Condat-le-Lardin",45.12639,1.2263899999999999
4676,"Condé-sur-Huisne",48.3835,0.8490000000000001
4677,"Condom",43.9582,0.37525
4678,"Conduche",44.47827,1.6503599999999998
4679,"Conflans - Jarny",49.16628,5.86811
4680,"Conflans Sainte Honorine",48.9969,2.0984
4681,"Coni",44.3888,7.5471
4682,"Conlie",48.126999999999995,-0.011000000000000001
4683,"Connerre",48.0737,0.4869
4684,"Cons La Grandville",49.4831,5.7001
4685,"Cons La Grandville (Lot.)",49.4881,5.7083
4686,"Contrexéville",48.1795,5.8909
4687,"Coo",50.3913,5.8809
4688,"Copenhague (DK)",55.6731,12.5653
4689,"Corbehem",50.3428,3.0407
4690,"Corbeil Essonnes",48.6141,2.4739
4691,"Corbie",49.8634,2.5209
4692,"Corbigny",47.255,3.6774
4693,"Corcieux - Vanémont",48.1983,6.8768
4694,"Corcy",49.25533,3.21619
4695,"Cordemais",47.3019,-1.8465
4696,"Cordes - Vindrac",44.0669,1.9001
4697,"Cordoba (Cordoue)",37.88824,-4.79025
4698,"Corgoloin",47.08429,4.91688
4699,"Cormatin",46.5438,4.6869
4700,"Cormatin Bois Dernier",46.537,4.6809
4701,"CORMENON CENTRE",47.97,0.8937
4702,"Cormery",47.26263,0.83439
4703,"Cormery Place Du Croissant",47.266999999999996,0.836
4704,"Cornil",45.2151,1.6967
4705,"Cornimont",47.96325,6.83794
4706,"Cornimont (Perception)",47.9635,6.8384
4707,"Coron-de-Méricourt",50.41498,2.8862
4708,"Corps-Nuds",47.9852,-1.5757
4709,"Corrèze",45.3296,1.8818
4710,"Corseul - Languenan",48.49607,-2.1419
4711,"Cosne-sur-Loire",47.413959999999996,2.93181
4712,"Cosne-sur-Loire Sud",47.4114,2.9253
4713,"Cossonay",46.6139,6.5071
4714,"Costaros",44.8932,3.8491
4715,"Cottbus",51.7607,14.3275
4716,"Coubladour",45.1139,3.7441
4717,"Coucy-les-Eppes",49.556340000000006,3.77429
4718,"Coudekerque Branche",51.0179,2.3749
4719,"Coueron",47.2218,-1.72367
4720,"Couffoulens - Leuc",43.1555,2.3162
4721,"Couiza - Montazels",42.94226,2.24832
4722,"Couiza Sainte-Anne",42.942,2.2482
4723,"Coulanges-sur-Yonne",47.5269,3.5472
4724,"Couliboeuf",48.923790000000004,-0.09858
4725,"Coullons",47.61976,2.49235
4726,"Coulmier-le-Sec",47.75002,4.49245
4727,"Courcay Tauxigny",47.2377,0.8679
4728,"Courcelles-le-Comte",50.1693,2.7878
4729,"Courcelles-sur-Nied",49.0634,6.31062
4730,"Courpiere",45.75762,3.5440300000000002
4731,"Coursan",43.2338,3.0511
4732,"Coursan En Othe",48.0726,3.8365
4733,"Courtalain - St Pellerin",48.07369,1.12717
4734,"Courteuil",49.1984,2.5344
4735,"Courthézon",44.08998,4.88804
4736,"Courtrai",50.8243,3.2657
4737,"Courville-sur-Eure",48.4513,1.2348
4738,"Cousance",46.53517,5.38713
4739,"Coussac-Bonneval",45.50784,1.31125
4740,"Coutances",49.04275,-1.44202
4741,"Coutras",45.0362,-0.132
4742,"Coux",44.73239,4.61942
4743,"Couze",44.8366,0.7036
4744,"Couzon-au-Mont-d'Or",45.84867,4.82963
4745,"Crailsheim",49.1379,10.0651
4746,"Cramoisy",49.25665,2.40484
4747,"Cransac",44.5228,2.271
4748,"Crasville-la-Mallet",49.804520000000004,0.71219
4749,"Cravant",47.6785,3.6812
4750,"Creches-sur-Saône",46.2462,4.7838
4751,"Creil",49.263529999999996,2.46936
4752,"Cremona",45.1433,10.0181
4753,"Crépieux-la-Pape",45.80395,4.89268
4754,"Crépy - Couvron",49.62332,3.51686
4755,"Crepy En Valois",49.2312,2.8867
4756,"Cresancey",47.3923,5.6531
4757,"Crest",44.73024,5.0161
4758,"Creutzwald (Gare Routiere)",49.1947,6.6739
4759,"Crisse",48.1683,-0.0661
4760,"Croix L'Allumette",50.687,3.1513
4761,"Croix Sainte",43.409,5.0198
4762,"Croix Wasquehal",50.678540000000005,3.13814
4763,"Cros-de-Cagnes",43.66046,7.16712
4764,"Crotone",39.0844,17.1083
4765,"Crouy",49.4037,3.3573
4766,"Cubzac-les-Ponts",44.9729,-0.45899999999999996
4767,"Cuenca",40.0672,-2.1364
4768,"Cuers - Pierrefeu",43.23648,6.08544
4769,"Cugand",47.05836,-1.2534399999999999
4770,"Cuinchy",50.5218,2.7448799999999998
4771,"Culmont",47.81024,5.443280000000001
4772,"Culoz",45.84339,5.778919999999999
4773,"Cult",47.3125,5.7366
4774,"Curtis",43.1244,-8.1463
4775,"Cussy-les-Forges",47.47058,4.0269699999999995
4776,"Cutro",39.0258,16.9639
4777,"Czerniowce Busstation",48.264877,25.95199700000001
4778,"Częstochowa Al. Wojska Polskiego 87",53.437847,14.53688399999999
4779,"Częstochowa Hotel Mercure Patria",52.2636855,20.979438800000032
4780,"Częstochowa Orzechowskiego Str.",50.80743,19.119166
4781,"Częstochowa S.Okrzei Str. 2/6",50.78012349999999,19.147201200000037
4782,"Dachstein",48.5432,7.5329999999999995
4783,"Dambach-la-Ville",48.3216,7.43535
4784,"Damiatte - Saint-Paul",43.6562,1.9744
4785,"Dammartin",49.032,2.6987
4786,"Dampierre Saint Nicolas Carrefour",49.8578,1.2056
4787,"Dampierre-sur-Salon",47.56838,5.64455
4788,"Damville Place de La Halle",48.8709,1.0777
4789,"Dange",46.93772,0.60852
4790,"Dannemarie",47.6278,7.1248
4791,"Dannemarie-sur-Crète",47.20364,5.87396
4792,"Dannes",50.575959999999995,1.61445
4793,"Daours",49.898999999999994,2.4586
4794,"Dardilly-le-Jubin",45.8158,4.76104
4795,"Dardilly-les-Mouilles",45.79744,4.759869999999999
4796,"Darmstadt (DE)",49.8725,8.6294
4797,"Darsac",45.14233,3.73696
4798,"Davézieux",45.256820000000005,4.70605
4799,"Davos Dorf",46.8097,9.8422
4800,"Davos Platz",46.7914,9.8206
4801,"Dax",43.7205,-1.0506
4802,"Dax Rond Point Hopital",43.7,-1.0704
4803,"Debeli Brijeg",42.4839415,18.4468831
4804,"Decazeville Centre",44.555859999999996,2.2570099999999997
4805,"Decin Hlavni N",50.7742,14.2014
4806,"Decize",46.8374,3.4678
4807,"Decize Cafe Bel Aire",46.8286,3.4613
4808,"Degagnac",44.6536,1.3401
4809,"Deinvillers",48.4134,6.5561
4810,"Deinze",50.9782,3.5349
4811,"Delemont",47.3619,7.35
4812,"Delft",52.006640000000004,4.35677
4813,"Deluz",47.2926,6.1995
4814,"Demu Centre",43.7654,0.16618
4815,"Denain",50.3343,3.3883
4816,"Denderleeuw",50.8919,4.0718
4817,"Den Haag Cs",52.08174,4.32335
4818,"Den Haag Hs",52.0703,4.3228
4819,"Den Helder",52.9569,4.7608
4820,"Deols",46.82585,1.7006400000000002
4821,"De Panne",51.0773,2.6024
4822,"De Pinte",50.9911,3.6505
4823,"Dercy-Froidmont",49.70257,3.6918300000000004
4824,"Desenzano G Sirmione",45.4628,10.5364
4825,"Dettwiller",48.751999999999995,7.4649
4826,"Deventer",52.2569,6.1613
4827,"Deville",49.8798,4.7068
4828,"Diano Marina",43.90952,8.07878
4829,"Diarville",48.3976,6.1269
4830,"Die",44.7583,5.3634
4831,"Diedendorff",48.8794,7.0453
4832,"Diemeringen",48.9407,7.1853
4833,"Diepenbeek",50.9108,5.4134
4834,"Dieppe",49.9215,1.0812
4835,"Diest",50.9897,5.0502
4836,"Dieulouard",48.843999999999994,6.0714
4837,"Dieupentale",43.8658,1.2761
4838,"Digne Gare Sncf",44.08863,6.22311
4839,"Dijon Porte Neuve",47.3228,5.0549
4840,"Dijon Ville",47.32363,5.02758
4841,"Diksmuide",51.0331,2.8692
4842,"Dinan",48.4566,-2.0533
4843,"DINARD",48.6306,-2.0631
4844,"Dinge",48.3507,-1.686
4845,"Diou Ville Allier (Bus)",46.5305,3.7513
4846,"Dirinon",48.392720000000004,-4.28528
4847,"Disentis Muster",46.7047,8.855
4848,"Dissay Vienne",46.70339,0.42123999999999995
4849,"Distroff (Eglise)",49.3353,6.2599
4850,"Dives - Cabourg",49.2864,-0.10744000000000001
4851,"Dives - Port-Guillaume",49.29123,-0.10073
4852,"Divonne-les-Bains",46.35783,6.136340000000001
4853,"Docelles - Cheniménil",48.1435,6.6106
4854,"Dol-de-Bretagne",48.5442,-1.7506
4855,"Dole Ville",47.0962,5.4881
4856,"Dolina Busstation",48.9805966,23.9873877
4857,"Dombasle-sur-Meurthe",48.6058,6.3507
4858,"Domblans",46.76283,5.5978699999999995
4859,"Domessin-le-Bonnard",45.5255,5.6982
4860,"Domfront Domelien Pn",49.6035,2.5552
4861,"Domfront Sarthe",48.10759,0.02634
4862,"Dommartin",47.99958,6.643439999999999
4863,"Dommartin Remiencourt",49.7999,2.3926
4864,"Dommartin (Rhône)",45.84786,4.73232
4865,"Domodossola Stazione",46.11546,8.29599
4866,"Dompaire",48.2206,6.2271
4867,"Dompaire (Route de Mirecourt)",48.2287,6.2185
4868,"Dompierre",50.14578,3.87077
4869,"Dompierre Sept-Fons",46.52613,3.67498
4870,"Donaueschingen",47.9478,8.4989
4871,"Donchery",49.6982,4.8747
4872,"Donges",47.30858,-2.07177
4873,"Donjeux",48.3659,5.1481
4874,"Don - Sainghin",50.55177,2.9144799999999997
4875,"Donzère",44.44342,4.7047300000000005
4876,"Dorfgastein",47.2428,13.1039
4877,"Dorlisheim",48.52459,7.4932
4878,"Dormans",49.0791,3.64183
4879,"Dornbirn",47.4172,9.7383
4880,"Dortmund Hbf",51.5178,7.4592
4881,"Douai",50.3716,3.09
4882,"Doudeville",49.720079999999996,0.7752899999999999
4883,"Dourdan",48.5338,2.0095
4884,"Dourges",50.4319,2.9869
4885,"Douzy",49.66959,5.04281
4886,"Drap - Cantaron",43.7597,7.3169
4887,"Dreffeac",47.48242,-2.05029
4888,"Dresden",51.0406,13.7319
4889,"Dresden Neustadt.",51.0656,13.7408
4890,"Dreuil-les-Amiens",49.9143,2.2322
4891,"Dreux",48.7314,1.3703
4892,"Dreux Gare Routiere",48.7314,1.3703
4893,"Droue Centre",48.033,1.083
4894,"Drusenheim",48.766000000000005,7.9479
4895,"Druye",47.3068,0.5358
4896,"Dueren",50.8092,6.4819
4897,"Duesseldorf Flugh",51.2764,6.7669
4898,"Duisburg Hbf",51.4297,6.7758
4899,"Duivendrecht",52.3236,4.9369
4900,"DUNIERES ANCIENNE BASCULE",45.21154,4.35005
4901,"Dunieres Ville",45.2067,4.3537
4902,"Dunkerque",51.0303,2.3691
4903,"Duppigheim",48.543890000000005,7.586860000000001
4904,"Duravel",44.50598,1.0803
4905,"Durtol",45.79473,3.04827
4906,"Dusseldorf HBF",51.2197,6.7942
4907,"Duttlenheim",48.5455,7.5665
4908,"Eauze",43.86077,0.11015
4909,"Ebblinghem",50.7308,2.4090000000000003
4910,"Ebbsfleet International",51.4429,0.3204
4911,"Ebersheim",48.3098,7.4945
4912,"Ebersviller",49.2746,6.4106
4913,"Ebersviller (Centre)",49.2796,6.4012
4914,"Eboli",40.604136,15.048608
4915,"Echenevex",46.3087,6.03653
4916,"Echirolles",45.15303,5.71903
4917,"Ecole Valentin",47.2731,5.9853
4918,"Ecommoy",47.8245,0.2691
4919,"Ecouche Centre",48.7178,-0.1239
4920,"Ecouflant",47.503820000000005,-0.51946
4921,"Ecully - La-Demi-Lune",45.7656,4.7795
4922,"Ede Wageningen",52.0282,5.6713
4923,"Egletons",45.4024,2.0651
4924,"Éguzon",46.440509999999996,1.55245
4925,"Eichhoffen",48.382509999999996,7.44905
4926,"Eindhoven",51.4422,5.4803
4927,"Einvaux",48.5036,6.3929
4928,"Eisenach.",50.9769,10.3319
4929,"Elbeuf",49.3027,1.0101
4930,"Elda Petrel",38.4724,-0.7922
4931,"El Escorial",40.5766,-3.9589
4932,"El Ferrol",43.4876,-8.2314
4933,"Elne",42.59714,2.96373
4934,"Eloyes",48.08708,6.60013
4935,"Embrun",44.5668,6.4968
4936,"Emden",53.2207,7.1142
4937,"Enchenberg (Mairie)",49.0163,7.3332
4938,"Enghien",50.6972,4.0473
4939,"Enkhuizen",52.7154,5.2847
4940,"Ennevelin",50.5492,3.1585
4941,"Entraigues-sur-La Sorgue",44.0054,4.9189
4942,"Entroncamento",39.4539,-8.4858
4943,"Entzheim Aéroport",48.5456,7.6221
4944,"Enveitg Village Bena Fanes",42.4814,1.8868
4945,"Epanvilliers",46.2274,0.23600000000000002
4946,"Epernay",49.0464,3.96
4947,"Epernon",48.6035,1.6792
4948,"Epfig",48.3635,7.4506
4949,"Epierre - Saint-Léger",45.45695,6.29255
4950,"Epinac Hauts-des-Champs",46.9859,4.5193
4951,"Epinac-les-Mines",46.990790000000004,4.51382
4952,"Epinac Quartier Dinay",46.9972,4.5003
4953,"Epinal",48.1782,6.4415
4954,"Epoisses",47.50613,4.174169999999999
4955,"Épouville",49.5641,0.2237
4956,"Epuisay Eglise",47.90118,0.92995
4957,"Eragny Bazincourt",49.3147,1.7749
4958,"Erdre-Active",47.283,-1.5447
4959,"Erfurt HBF",50.9725,11.0383
4960,"Ernée Bureau de Poste",48.29697,-0.93986
4961,"Err",42.4428,2.0292
4962,"Erstein",48.4231,7.6387
4963,"Ervy-le-Chatel Halles",48.04177,3.9113
4964,"Escalquens",43.5176,1.5423
4965,"Escaudoeuvres",50.192,3.2756
4966,"Esches",49.2126,2.1708
4967,"Esch sur Alzette",49.4947,5.9861
4968,"Escondeaux",43.333,0.133
4969,"Escot",43.0769,-0.6068
4970,"Esperaza",42.9357,2.2181
4971,"Espes Undurein",43.2843,-0.8777
4972,"Esquelbecq",50.8895,2.4124
4973,"Essen BE",51.4627,4.4511
4974,"Essen Hbf",51.4511,7.0147
4975,"Estavar",42.4635,2.0177
4976,"Estrées-Saint-Denis",49.438,2.6422
4977,"Estressin",45.5404,4.8682
4978,"Esvres",47.28435,0.78199
4979,"Esvres Saint-Malo",47.3024,0.7995
4980,"Etain",49.2076,5.6397
4981,"Etainhus - Saint-Romain",49.56086,0.3306
4982,"Étais",47.70837,4.43775
4983,"Etalans",47.1559,6.2706
4984,"Etampes",48.4369,2.1596
4985,"Etang",46.8679,4.1838
4986,"Etaples - Le Touquet",50.51676,1.6422900000000002
4987,"Étigny - Véron",48.1385,3.2899300000000005
4988,"Etival-Clairefontaine",48.3668,6.8772
4989,"Etoile",44.837309999999995,4.89323
4990,"ETRETAT-NORMANDIE",49.707,0.205
4991,"Etriche",47.65664,-0.46115
4992,"Etsaut",42.912290000000006,-0.57103
4993,"Ettelbruck",49.8481,6.1062
4994,"ETTENDORF GARE ROUTIERE",48.8133,7.585089999999999
4995,"Eu",50.0542,1.4171
4996,"Eupen",50.6352,6.0371
4997,"Eurville",48.58207,5.044630000000001
4998,"Eurville Mairie",48.584920000000004,5.036490000000001
4999,"EVAUX-LES-BAINS-STADE",46.17,2.4798
5000,"Évian-les-Bains",46.3979,6.5774
5001,"Evreux",49.0185,1.1496
5002,"Evron",48.15547,-0.39733
5003,"Exideuil-sur-Vienne",45.8863,0.6672
5004,"Eygurande",45.6457,2.4607
5005,"Eymoutiers - Vassivière",45.739540000000005,1.7407599999999999
5006,"Eyrein",45.3413,1.9304
5007,"Eze",43.72237,7.3567800000000005
5008,"Faenza",44.2934,11.8831
5009,"Falck Rue Principale",49.2333,6.6368
5010,"Fano",43.8431,13.0247
5011,"Farbus",50.35747,2.8304
5012,"Farebersviller",49.11829,6.861739999999999
5013,"Farebersviller (Cite)",49.1154,6.8644
5014,"Farebersviller (Rue Du Moulin)",49.1504,6.8483
5015,"Farges",46.167359999999995,5.9055
5016,"Farschviller",49.0877,6.9081
5017,"Farschviller (Centre)",49.0877,6.9081
5018,"Fasano",40.8517,17.3858
5019,"Faubourg d'Orléans (Romorantin-Lanthenay)",47.363859999999995,1.7418799999999999
5020,"Fauga",43.404340000000005,1.2831
5021,"Faulquemont",49.0454,6.6039
5022,"Faycelles",44.5651,1.986
5023,"Fays-la-Chapelle",48.12979,4.01882
5024,"Fecamp",49.7593,0.375
5025,"Fegersheim-Lipsheim",48.4908,7.6725
5026,"Feldkirch",47.2422,9.6053
5027,"Felines La Remise",45.3095,4.7417
5028,"Fellering",47.8976,6.987
5029,"FELLETIN - GARE",45.8863,2.1698
5030,"FELLETIN-LMB",45.8825,2.1746
5031,"FELLETIN-MAIRIE",45.88399999999999,2.17
5032,"Fenetrange (Gendarmerie)",48.8462,7.0198
5033,"Fenetrange-le-Val Fleuri",48.8476,7.0199
5034,"Ferney Lycee",46.2632,6.1126
5035,"FERNEY MAIRIE",46.255590000000005,6.10818
5036,"Ferrara",44.8431,11.6036
5037,"Feuquerolles",50.065,1.6059999999999999
5038,"Feuquières",49.6543,1.8307
5039,"Feuquières-en-Vimeu",50.0632,1.5889
5040,"Feurs",45.7437,4.2303
5041,"Feyzin",45.6656,4.853
5042,"Fidenza",44.8678,10.0633
5043,"Figeac",44.6033,2.0373
5044,"FIGEAC-CIMETIERE",44.6123,2.0353
5045,"Figeac (Lycee Champollion)",44.6089,2.0294
5046,"Figueres Vilafant",42.264720000000004,2.94354
5047,"Finale Ligure Marina",44.1692,8.3403
5048,"Finhaut",46.0825,6.9764
5049,"Firenze Campo di Marte",43.7769,11.2769
5050,"Firenze Rifredi",43.80025,11.23687
5051,"Firenze S M N",43.7769,11.2475
5052,"Firenze (Via Santa Caterina da Siena)",43.775333,11.246836
5053,"Firminy",45.3916,4.2861
5054,"Fismes",49.31055,3.6821699999999997
5055,"Fiumicino Aeroporto",41.7997,12.2958
5056,"Fix",45.1419,3.6651
5057,"FIX ST GENEYS RN102",45.1431,3.6681
5058,"Flaviac",44.74727,4.67586
5059,"Flavy-le-Martel",49.71841,3.19045
5060,"Flawil",47.4153,9.1894
5061,"Flaxlanden",47.6984,7.3042
5062,"Flensburg",54.7739,9.4367
5063,"FLERE-LA-RIVIERE MAIRIE",47.02039,1.10743
5064,"Flers",48.7446,-0.5736
5065,"FLEURANCE-ARISTIDE BRIAND",43.85235,0.65672
5066,"FLEURANCE-LES-PEUPLIERS",43.8371,0.659
5067,"Fleurieux-sur-L'Arbresle",45.84506,4.66033
5068,"Fleurville Pont-de-Vaux",46.45082,4.8846
5069,"Flez - Cuzy - Tannay",47.3628,3.6153
5070,"Fluelen",46.9023,8.6242
5071,"FLUGHAFEN WIEN",48.1159,16.5665
5072,"Foecy",47.1758,2.16269
5073,"Foggia",41.4661,15.5558
5074,"Foix",42.96934,1.60711
5075,"Foligno",42.9542,12.7111
5076,"Folligny",48.8298,-1.4071
5077,"Fons - Saint-Mamert",43.9073,4.2067
5078,"Fontainebleau",48.4167,2.7266
5079,"Fontaines-d'Ozillac",45.3869,-0.3838
5080,"Fontaines - Mercurey",46.83379,4.72155
5081,"FONTANIERES-MAIRIE",46.1034,2.4874
5082,"Fontan - Saorge",43.99647,7.55192
5083,"Fontenay-le-Comte (Pemu)",46.4618,-0.7933
5084,"Fontenay-le-Comte Pole Sante",46.466,-0.8061
5085,"FONTENAY PONT TRANCHEFETU",48.4004,1.3856
5086,"Fontenoy-sur-Moselle",48.7114,5.9805
5087,"Fontoy",49.355990000000006,5.99935
5088,"Fontpédrouse - Saint-Thomas-les-Bains",42.5137,2.1886
5089,"Font Romeu Odeillo Via",42.49143,2.03832
5090,"Forbach",49.18884,6.9008
5091,"Forcalquier",43.9595,5.7807
5092,"Forges-les-Eaux",49.614,1.5537
5093,"Forli",44.2242,12.055
5094,"Formerie",49.65413,1.72302
5095,"Formia",41.2589,13.6061
5096,"Fors",46.23462,-0.40718000000000004
5097,"Forte Dei Marmi S Q",43.9778,10.1994
5098,"Fossano Bhf",44.5500482,7.716189
5099,"Fos-sur-Mer",43.428000000000004,4.9746
5100,"Foucart",49.6083,0.5969
5101,"Fouday",48.4252,7.1874
5102,"Foug",48.67957,5.79096
5103,"Fougères",48.35174,-1.2044
5104,"Fougeres Carnot",48.3536,-1.1987
5105,"Fouilloy",49.73622,1.82565
5106,"Foulain Rn 19",48.0398,5.2146
5107,"Fouquereuil",50.5253,2.6069
5108,"Fourchambault",47.0189,3.0869
5109,"Fourmies",50.0154,4.0535
5110,"Fours",46.8238,3.7233
5111,"Fraisse - Unieux",45.39537,4.26066
5112,"Francfort Aéroport (Frankfurt Flughafen)",50.0513,8.5716
5113,"Franchet-d'Esperey (Reims)",49.2418,4.0159
5114,"Francheville",45.73368,4.76929
5115,"Frankfurt",50.1069,8.6636
5116,"Frankfurt Flu Fernbahnhof",50.0516,8.5716
5117,"Frankfurt Main Sued",50.0994,8.6861
5118,"Frankfurt-sur-Oder",52.3425,14.5381
5119,"Franois",47.2275,5.9375
5120,"Frasne",46.85747,6.15775
5121,"Fredericia",55.5681,9.74
5122,"Freiburg Breisgau Hbf",47.9969,7.841410000000001
5123,"Freilassing",47.8375,12.9775
5124,"Freising",48.39543,11.744060000000001
5125,"Frejus",43.4319,6.7328
5126,"Frénouville",49.141059999999996,-0.26042
5127,"Fresne-Saint-Mamès",47.54547,5.86262
5128,"Fresnes Au Mont",48.8971,5.4401
5129,"Fresnoy-le-Grand",49.9502,3.4322
5130,"Fresse",47.87552,6.78805
5131,"Fréteval - Morée",47.8919,1.2118
5132,"Fretin",50.56053,3.14851
5133,"Frévin-Capelle",50.34732,2.63349
5134,"Freyssenet",45.1303,3.7387
5135,"Fribourg",46.8031,7.1508
5136,"Frick",47.5072,8.0131
5137,"Friedrichshafen Hafen",47.6531,9.4733
5138,"Froissy Rn",49.5674,2.2221
5139,"Fromental",46.1714,1.4326
5140,"Fromentel",48.7082,-0.2687
5141,"Fromentine - La-Barre-de-Monts",46.89132,-2.13597
5142,"Froncles",48.2961,5.1419
5143,"Frontenex",45.6305,6.314
5144,"Frontignan",43.4451,3.7585
5145,"Fronville Lotissement",48.4065,5.1548
5146,"Fronville Saint-Urbain",48.4039,5.1548
5147,"Frouard",48.7557,6.144
5148,"Froyennes",50.6299,3.3555
5149,"Frutigen",46.5886,7.6514
5150,"Frynaudour",48.72775,-3.12842
5151,"Fuentes de Onoro Estacion",40.593,-6.8114
5152,"Fulda",50.5544,9.6839
5153,"Fumay",49.98601,4.692830000000001
5154,"Fumel",44.49831,0.97047
5155,"Futuroscope - Gare TGV (à 1km de Poitiers)",46.6699,0.3774
5156,"Gabarret",43.9833,0.0167
5157,"Gadagne",43.9295,4.9572
5158,"Gages",44.3971,2.7069
5159,"Gaillac",43.90585,1.8952200000000001
5160,"Gaillon",49.1747,1.3524
5161,"Gallarate",45.6597,8.7983
5162,"Gallargues",43.7164,4.1719
5163,"Gallieni-Cancéropôle (Toulouse)",43.6168,1.4603
5164,"Galuzot",46.6416,4.3302
5165,"Gambsheim",48.6949,7.8792
5166,"Gan",43.23472,-0.39138
5167,"Gandia",38.9695,-0.1803
5168,"Gannat",46.0979,3.2045
5169,"Gannes",49.5718,2.4373
5170,"Gap",44.5637,6.0854
5171,"Garchizy",47.04402,3.08622
5172,"Gardanne",43.456,5.4634
5173,"Gardonne",44.8351,0.3318
5174,"Garlin",43.5593,-0.2732
5175,"Garmisch Partenkirchen",47.4914,11.0969
5176,"Gaud",42.9157,0.6415
5177,"Gauriaguet",45.05444,-0.3996
5178,"Gazeran",48.62618,1.7720599999999997
5179,"Gazinet - Cestas",44.77203,-0.69909
5180,"Gdansk Gl.",54.3558,18.6438
5181,"Gdynia Glowna",54.5211,18.5296
5182,"Geel",51.1648,4.9898
5183,"Geislingen Steige",48.6194,9.8417
5184,"Geispolsheim",48.518570000000004,7.683680000000001
5185,"Gelsenkirchen HBF",51.506,7.0997
5186,"Gembloux",50.57038,4.69088
5187,"Gemeaux",47.4782,5.1297
5188,"Gemuenden Main",50.05,9.6997
5189,"Genelard",46.58135,4.23789
5190,"Generac",43.7323,4.3436
5191,"Geneva Airport (CH)",46.2314,6.11
5192,"Geneve",46.2108,6.1428
5193,"Geneve Eaux Vives Rieu",46.211000000000006,6.143
5194,"Gengenbach",48.4044,8.0097
5195,"Genk",50.9671,5.497999999999999
5196,"Genlis",47.2443,5.2237
5197,"Genolhac",44.34707,3.95109
5198,"Genova Brignole",44.4072,8.9475
5199,"Genova Piazza Principe",44.4178,8.9208
5200,"Gerbeviller",48.4946,6.5113
5201,"Gerbeviller Foch",48.5022,6.5103
5202,"Germaine",49.1277,4.0232
5203,"Ger RN",43.253,-0.0518
5204,"Gertwiller",48.4133,7.4667
5205,"Gerzat",45.8332,3.1431
5206,"Gestel",47.8027,-3.4431
5207,"Gevigney",47.79885,5.93115
5208,"Gevrey-Chambertin",47.2275,4.9988
5209,"Gex Centre",46.33395,6.05849
5210,"Gex Vertes Campagnes",46.3258,6.0507
5211,"Ghent (BE)",51.0358,3.7102
5212,"Gien",47.6993,2.6365
5213,"Giessen",50.5789,8.6614
5214,"Gièvres",47.2786,1.6680000000000001
5215,"Gignac - Cressensac",45.0147,1.4833
5216,"Gijon Estacion",43.545,-5.6619
5217,"Gilley",47.05045,6.49215
5218,"Gilly-sur-Loire",46.5372,3.7821
5219,"Gimont - Cahuzac",43.63293,0.8675799999999999
5220,"Gimont Halles",43.6266,0.8765
5221,"Gioia del Colle",40.797,16.9168
5222,"Gioia Tauro",38.4233,15.8975
5223,"Gioiosa Jonica",38.3008,16.3325
5224,"Girona (ES)",41.9793,2.8167
5225,"Gironde",44.5831,-0.0917
5226,"Giroux",45.6937,3.5906
5227,"Gisors",49.2859,1.785
5228,"Givet",50.1401,4.8181
5229,"Givors Canal",45.5958,4.7728
5230,"Givors Ville",45.585,4.7663
5231,"Givry Gare",46.7822,4.7457
5232,"Givry Mortieres",46.773999999999994,4.7376
5233,"Gizy Angle D",49.6013,3.7739999999999996
5234,"Glos - Montfort",49.27158,0.6823899999999999
5235,"Goderville",49.6464,0.3671
5236,"Goeppingen",48.7003,9.6524
5237,"Goes",51.4983,3.8908
5238,"Golfech",44.1164,0.85334
5239,"Golfe-Juan - Vallauris",43.5665,7.0738
5240,"Golling Abtenau",47.6022,13.1656
5241,"Goncelin",45.3418,5.9741
5242,"Gondrin",43.884240000000005,0.23753000000000002
5243,"Gonfaron",43.31729,6.28216
5244,"Gorges",47.108059999999995,-1.3136
5245,"Gorizia Centrale",45.9331,13.6069
5246,"Gossau SG",47.4117,9.2528
5247,"Gosselming (Poste)",48.7909,7.0042
5248,"Goteborg",57.7089,11.9733
5249,"Gottingen",51.536570000000005,9.92698
5250,"Gouaux de Luchon",42.8559,0.6205
5251,"Gouda",52.0168,4.706580000000001
5252,"Gourdon",44.7418,1.3892
5253,"Gourin",48.139959999999995,-3.6059900000000003
5254,"Gournay-en-Bray",49.48129,1.73793
5255,"Gourzon",48.55,5.083
5256,"Goussainville",49.0239,2.4638
5257,"GOUZON CHAMP DE FOIRE",46.1923,2.2395
5258,"Goxwiller",48.43295,7.478960000000001
5259,"Graffenstaden",48.51882,7.683839999999999
